image_file,mask_file,image_shape,mask_shape,image_hw,mask_hw,same_hw,status
26329.png,26329.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
26335.png,26335.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
26370.png,26370.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
26402.png,26402.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
26430.png,26430.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
26435.png,26435.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
26436.png,26436.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
26442.png,26442.npy,"(512, 515, 3)","(1, 512, 515)","(512, 515)","(512, 515)",True,ok
26461.png,26461.npy,"(512, 512, 4)","(3, 512, 512)","(512, 512)","(3, 512)",False,shape_mismatch
26477.png,26477.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
26492.png,26492.npy,"(512, 567, 3)","(1, 512, 567)","(512, 567)","(512, 567)",True,ok
26499.png,26499.npy,"(164, 1015, 3)","(1, 164, 1015)","(164, 1015)","(164, 1015)",True,ok
26523.png,26523.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
26560.png,26560.npy,"(515, 512, 3)","(1, 515, 512)","(515, 512)","(515, 512)",True,ok
2657.png,2657.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
26580.png,26580.npy,"(1024, 1280, 3)","(1, 1024, 1280)","(1024, 1280)","(1024, 1280)",True,ok
26581.png,26581.npy,"(205, 1376, 3)","(1, 205, 1376)","(205, 1376)","(205, 1376)",True,ok
26583.png,26583.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
26606.png,26606.npy,"(256, 320, 4)","(3, 256, 320)","(256, 320)","(3, 256)",False,shape_mismatch
26644.png,26644.npy,"(200, 604, 3)","(1, 200, 604)","(200, 604)","(200, 604)",True,ok
26730.png,26730.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
26766.png,26766.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
26868.png,26868.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
26894.png,26894.npy,"(117, 565, 3)","(1, 117, 565)","(117, 565)","(117, 565)",True,ok
26929.png,26929.npy,"(273, 232, 3)","(1, 273, 232)","(273, 232)","(273, 232)",True,ok
26933.png,26933.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
26968.png,26968.npy,"(512, 574, 3)","(1, 512, 574)","(512, 574)","(512, 574)",True,ok
26977.png,26977.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
27023.png,27023.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
27034.png,27034.npy,"(512, 759, 3)","(1, 512, 759)","(512, 759)","(512, 759)",True,ok
27061.png,27061.npy,"(355, 1159, 3)","(1, 355, 1159)","(355, 1159)","(355, 1159)",True,ok
27091.png,27091.npy,"(393, 176, 3)","(1, 393, 176)","(393, 176)","(393, 176)",True,ok
27148.png,27148.npy,"(177, 1295, 3)","(2, 177, 1295)","(177, 1295)","(2, 177)",False,shape_mismatch
27152.png,27152.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
27168.png,27168.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
27195.png,27195.npy,"(187, 991, 3)","(1, 187, 991)","(187, 991)","(187, 991)",True,ok
27284.png,27284.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
27300.png,27300.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
27312.png,27312.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
27376.png,27376.npy,"(184, 1264, 3)","(1, 184, 1264)","(184, 1264)","(184, 1264)",True,ok
27409.png,27409.npy,"(512, 512, 4)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
27419.png,27419.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
27454.png,27454.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
27462.png,27462.npy,"(666, 1000, 3)","(3, 666, 1000)","(666, 1000)","(3, 666)",False,shape_mismatch
27490.png,27490.npy,"(264, 1267, 3)","(1, 264, 1267)","(264, 1267)","(264, 1267)",True,ok
27586.png,27586.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
27606.png,27606.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
27620.png,27620.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
27639.png,27639.npy,"(621, 512, 3)","(1, 621, 512)","(621, 512)","(621, 512)",True,ok
27666.png,27666.npy,"(571, 390, 3)","(1, 571, 390)","(571, 390)","(571, 390)",True,ok
27694.png,27694.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
27705.png,27705.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
27722.png,27722.npy,"(223, 513, 3)","(1, 223, 513)","(223, 513)","(223, 513)",True,ok
27807.png,27807.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
27822.png,27822.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
27829.png,27829.npy,"(112, 401, 3)","(1, 112, 401)","(112, 401)","(112, 401)",True,ok
27849.png,27849.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
27856.png,27856.npy,"(360, 360, 4)","(3, 360, 360)","(360, 360)","(3, 360)",False,shape_mismatch
27862.png,27862.npy,"(179, 2415, 3)","(1, 179, 2415)","(179, 2415)","(179, 2415)",True,ok
27889.png,27889.npy,"(1024, 1024)","(2, 1024, 1024)","(1024, 1024)","(2, 1024)",False,shape_mismatch
27896.png,27896.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
27929.png,27929.npy,"(118, 431, 3)","(1, 118, 431)","(118, 431)","(118, 431)",True,ok
27957.png,27957.npy,"(633, 854, 3)","(2, 633, 854)","(633, 854)","(2, 633)",False,shape_mismatch
28002.png,28002.npy,"(85, 483, 3)","(1, 85, 483)","(85, 483)","(85, 483)",True,ok
28011.png,28011.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
28014.png,28014.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
28059.png,28059.npy,"(446, 627, 3)","(2, 446, 627)","(446, 627)","(2, 446)",False,shape_mismatch
28061.png,28061.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
28081.png,28081.npy,"(512, 512, 4)","(3, 512, 512)","(512, 512)","(3, 512)",False,shape_mismatch
28179.png,28179.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
28195.png,28195.npy,"(514, 512, 3)","(2, 514, 512)","(514, 512)","(2, 514)",False,shape_mismatch
28207.png,28207.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
28209.png,28209.npy,"(512, 512, 4)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
28213.png,28213.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
28226.png,28226.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
28245.png,28245.npy,"(86, 1123, 3)","(1, 86, 1123)","(86, 1123)","(86, 1123)",True,ok
28248.png,28248.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
28251.png,28251.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
28264.png,28264.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
28279.png,28279.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
28283.png,28283.npy,"(138, 1641, 3)","(1, 138, 1641)","(138, 1641)","(138, 1641)",True,ok
28307.png,28307.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
28310.png,28310.npy,"(104, 441, 3)","(1, 104, 441)","(104, 441)","(104, 441)",True,ok
28355.png,28355.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
28390.png,28390.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
28412.png,28412.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
28438.png,28438.npy,"(94, 518, 3)","(1, 94, 518)","(94, 518)","(94, 518)",True,ok
28449.png,28449.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
28465.png,28465.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
28469.png,28469.npy,"(512, 520, 3)","(2, 512, 520)","(512, 520)","(2, 512)",False,shape_mismatch
28496.png,28496.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
28548.png,28548.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
2855.png,2855.npy,"(115, 662, 3)","(1, 115, 662)","(115, 662)","(115, 662)",True,ok
28559.png,28559.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
28571.png,28571.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
28578.png,28578.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
286.png,286.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
28602.png,28602.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
28614.png,28614.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
28617.png,28617.npy,"(624, 170, 3)","(1, 624, 170)","(624, 170)","(624, 170)",True,ok
28645.png,28645.npy,"(68, 697, 3)","(1, 68, 697)","(68, 697)","(68, 697)",True,ok
287.png,287.npy,"(343, 1021, 3)","(1, 343, 1021)","(343, 1021)","(343, 1021)",True,ok
28714.png,28714.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
28800.png,28800.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
28818.png,28818.npy,"(311, 286, 3)","(1, 311, 286)","(311, 286)","(311, 286)",True,ok
28878.png,28878.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
28879.png,28879.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
28904.png,28904.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
28921.png,28921.npy,"(1225, 1489, 3)","(3, 1225, 1489)","(1225, 1489)","(3, 1225)",False,shape_mismatch
28922.png,28922.npy,"(520, 696, 4)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
28928.png,28928.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
28949.png,28949.npy,"(113, 698, 3)","(1, 113, 698)","(113, 698)","(113, 698)",True,ok
28953.png,28953.npy,"(1024, 1280, 3)","(1, 1024, 1280)","(1024, 1280)","(1024, 1280)",True,ok
2896.png,2896.npy,"(512, 512, 4)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
28962.png,28962.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
28965.png,28965.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
28971.png,28971.npy,"(512, 750, 3)","(1, 512, 750)","(512, 750)","(512, 750)",True,ok
28972.png,28972.npy,"(1232, 925, 3)","(3, 1232, 925)","(1232, 925)","(3, 1232)",False,shape_mismatch
29010.png,29010.npy,"(590, 741, 3)","(2, 590, 741)","(590, 741)","(2, 590)",False,shape_mismatch
29025.png,29025.npy,"(270, 1668, 3)","(1, 270, 1668)","(270, 1668)","(270, 1668)",True,ok
29058.png,29058.npy,"(591, 778, 3)","(2, 591, 778)","(591, 778)","(2, 591)",False,shape_mismatch
29076.png,29076.npy,"(436, 638, 3)","(1, 436, 638)","(436, 638)","(436, 638)",True,ok
29083.png,29083.npy,"(528, 512, 3)","(1, 528, 512)","(528, 512)","(528, 512)",True,ok
29087.png,29087.npy,"(512, 640, 4)","(2, 512, 640)","(512, 640)","(2, 512)",False,shape_mismatch
2910.png,2910.npy,"(311, 944, 3)","(1, 311, 944)","(311, 944)","(311, 944)",True,ok
29129.png,29129.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
29146.png,29146.npy,"(512, 517, 3)","(1, 512, 517)","(512, 517)","(512, 517)",True,ok
29171.png,29171.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
29189.png,29189.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
29220.png,29220.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
29229.png,29229.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
29234.png,29234.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
29277.png,29277.npy,"(1024, 1024)","(2, 1024, 1024)","(1024, 1024)","(2, 1024)",False,shape_mismatch
29281.png,29281.npy,"(611, 521, 3)","(1, 611, 521)","(611, 521)","(611, 521)",True,ok
29380.png,29380.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
29464.png,29464.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
29465.png,29465.npy,"(132, 1006, 3)","(1, 132, 1006)","(132, 1006)","(132, 1006)",True,ok
29466.png,29466.npy,"(135, 475, 3)","(1, 135, 475)","(135, 475)","(135, 475)",True,ok
29472.png,29472.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
29475.png,29475.npy,"(512, 768, 3)","(1, 512, 768)","(512, 768)","(512, 768)",True,ok
29482.png,29482.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
29503.png,29503.npy,"(94, 405, 3)","(1, 94, 405)","(94, 405)","(94, 405)",True,ok
29508.png,29508.npy,"(512, 688, 3)","(2, 512, 688)","(512, 688)","(2, 512)",False,shape_mismatch
29524.png,29524.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
29535.png,29535.npy,"(157, 787, 3)","(1, 157, 787)","(157, 787)","(157, 787)",True,ok
29593.png,29593.npy,"(512, 675, 3)","(2, 512, 675)","(512, 675)","(2, 512)",False,shape_mismatch
29605.png,29605.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
29607.png,29607.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
2961.png,2961.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
2966.png,2966.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
29663.png,29663.npy,"(512, 689, 3)","(1, 512, 689)","(512, 689)","(512, 689)",True,ok
29668.png,29668.npy,"(216, 569, 3)","(1, 216, 569)","(216, 569)","(216, 569)",True,ok
29671.png,29671.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
29675.png,29675.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
29679.png,29679.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
29689.png,29689.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
29736.png,29736.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
29770.png,29770.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
29793.png,29793.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
29797.png,29797.npy,"(81, 547, 3)","(1, 81, 547)","(81, 547)","(81, 547)",True,ok
298.png,298.npy,"(82, 571, 3)","(1, 82, 571)","(82, 571)","(82, 571)",True,ok
29876.png,29876.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
29894.png,29894.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
29899.png,29899.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
29912.png,29912.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
29935.png,29935.npy,"(67, 396, 3)","(1, 67, 396)","(67, 396)","(67, 396)",True,ok
29988.png,29988.npy,"(192, 1129, 3)","(1, 192, 1129)","(192, 1129)","(192, 1129)",True,ok
30015.png,30015.npy,"(65, 1181, 3)","(1, 65, 1181)","(65, 1181)","(65, 1181)",True,ok
30023.png,30023.npy,"(1415, 1878, 3)","(2, 1415, 1878)","(1415, 1878)","(2, 1415)",False,shape_mismatch
30040.png,30040.npy,"(512, 513, 3)","(1, 512, 513)","(512, 513)","(512, 513)",True,ok
30045.png,30045.npy,"(512, 597, 3)","(1, 512, 597)","(512, 597)","(512, 597)",True,ok
30050.png,30050.npy,"(704, 204, 3)","(1, 704, 204)","(704, 204)","(704, 204)",True,ok
30060.png,30060.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
30100.png,30100.npy,"(171, 876, 3)","(1, 171, 876)","(171, 876)","(171, 876)",True,ok
30191.png,30191.npy,"(512, 545, 3)","(1, 512, 545)","(512, 545)","(512, 545)",True,ok
30217.png,30217.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
30232.png,30232.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
30235.png,30235.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
30283.png,30283.npy,"(512, 687, 3)","(1, 512, 687)","(512, 687)","(512, 687)",True,ok
30297.png,30297.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
30298.png,30298.npy,"(514, 512, 3)","(2, 514, 512)","(514, 512)","(2, 514)",False,shape_mismatch
30307.png,30307.npy,"(159, 1306, 3)","(1, 159, 1306)","(159, 1306)","(159, 1306)",True,ok
30308.png,30308.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
30340.png,30340.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
30344.png,30344.npy,"(512, 777, 3)","(1, 512, 777)","(512, 777)","(512, 777)",True,ok
30354.png,30354.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
30389.png,30389.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
30408.png,30408.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
30419.png,30419.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
30476.png,30476.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
30494.png,30494.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
30503.png,30503.npy,"(512, 515, 3)","(2, 512, 515)","(512, 515)","(2, 512)",False,shape_mismatch
30572.png,30572.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
30587.png,30587.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
30614.png,30614.npy,"(512, 513, 3)","(1, 512, 513)","(512, 513)","(512, 513)",True,ok
3062.png,3062.npy,"(512, 687, 3)","(2, 512, 687)","(512, 687)","(2, 512)",False,shape_mismatch
30624.png,30624.npy,"(526, 669, 3)","(3, 526, 669)","(526, 669)","(3, 526)",False,shape_mismatch
30629.png,30629.npy,"(379, 470, 3)","(1, 379, 470)","(379, 470)","(379, 470)",True,ok
30634.png,30634.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
30649.png,30649.npy,"(131, 1329, 3)","(1, 131, 1329)","(131, 1329)","(131, 1329)",True,ok
30715.png,30715.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
30716.png,30716.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
3073.png,3073.npy,"(512, 583, 3)","(2, 512, 583)","(512, 583)","(2, 512)",False,shape_mismatch
30748.png,30748.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
3087.png,3087.npy,"(212, 1083, 3)","(1, 212, 1083)","(212, 1083)","(212, 1083)",True,ok
30871.png,30871.npy,"(512, 729, 3)","(2, 512, 729)","(512, 729)","(2, 512)",False,shape_mismatch
30881.png,30881.npy,"(516, 529, 3)","(1, 516, 529)","(516, 529)","(516, 529)",True,ok
30883.png,30883.npy,"(739, 639, 3)","(1, 739, 639)","(739, 639)","(739, 639)",True,ok
30909.png,30909.npy,"(340, 355, 3)","(3, 340, 355)","(340, 355)","(3, 340)",False,shape_mismatch
30914.png,30914.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
30917.png,30917.npy,"(520, 696, 3)","(3, 520, 696)","(520, 696)","(3, 520)",False,shape_mismatch
30923.png,30923.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
30931.png,30931.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
30950.png,30950.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
30996.png,30996.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
31040.png,31040.npy,"(135, 1443, 3)","(1, 135, 1443)","(135, 1443)","(135, 1443)",True,ok
31077.png,31077.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
31086.png,31086.npy,"(287, 1440, 3)","(1, 287, 1440)","(287, 1440)","(287, 1440)",True,ok
31089.png,31089.npy,"(589, 1106, 3)","(1, 589, 1106)","(589, 1106)","(589, 1106)",True,ok
31098.png,31098.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
3110.png,3110.npy,"(167, 941, 3)","(1, 167, 941)","(167, 941)","(167, 941)",True,ok
31156.png,31156.npy,"(1024, 1024)","(2, 1024, 1024)","(1024, 1024)","(2, 1024)",False,shape_mismatch
31168.png,31168.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
31186.png,31186.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
31188.png,31188.npy,"(504, 655, 3)","(2, 504, 655)","(504, 655)","(2, 504)",False,shape_mismatch
31218.png,31218.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
31222.png,31222.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
31232.png,31232.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
31245.png,31245.npy,"(1867, 920, 3)","(1, 1867, 920)","(1867, 920)","(1867, 920)",True,ok
3125.png,3125.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
31262.png,31262.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
31301.png,31301.npy,"(213, 367, 3)","(1, 213, 367)","(213, 367)","(213, 367)",True,ok
31313.png,31313.npy,"(563, 1917, 3)","(2, 563, 1917)","(563, 1917)","(2, 563)",False,shape_mismatch
31329.png,31329.npy,"(571, 390, 3)","(1, 571, 390)","(571, 390)","(571, 390)",True,ok
31330.png,31330.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
31336.png,31336.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
31354.png,31354.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
31405.png,31405.npy,"(98, 790, 3)","(1, 98, 790)","(98, 790)","(98, 790)",True,ok
31425.png,31425.npy,"(3888, 2592, 3)","(2, 3888, 2592)","(3888, 2592)","(2, 3888)",False,shape_mismatch
